상품명,가격,url
아이폰 16 256GB Apple 미개봉 새상품,"545,000원",https://cr.shopping.naver.com/adcr?x=9cnwdLmwnLHikPO7Ct3ISv%2F%2F%2Fw%3D%3DsQ8z%2FCwZpdRAYDwHcLnRXeoGCNzSOAmLN8qyswVt2EpByoYErd7Wx1dfdVO6hh7qV%2BhbiJl9KIxPp2sS9WOfK1MKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF01ltrURfTLztDtRt2aU1PFPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFi47EMMpRt3ltkchRbN6TM9jAQKEXZsBx6kH5T5NElwk%2FCgNVhXBCBtEVNR3ZL60Amm1JLu3o30uX0kQP1eRkNfe6%2By85WTo4f0vZtXXSyS6YGver5E58ukKnoJgO2i7eAxZjazXqwWVjHCb4eXXGu2acJXdKOtvugXlwCoGsXkg7pQVzBu1lVDTRj7Meeu%2BXjq4cp6FWurM1iAwLkaTZKJ9j9fg%2FBli5pHesB%2FFbdOUP7UbNjIJABWwM7q6UxJuWX5ToMOm2D9mDUoaY7HkNHe%2FQwcLNlozS1FgiD6S4Alnw1Kw%2B1x8GHJUPajMW7qriDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=88646754590&catId=50001519
아이폰 13 128GB [자급제],"최저658,000원",https://cr.shopping.naver.com/adcr?x=MkBDn52UwsfJ9Z%2FQxwg1Rv%2F%2F%2Fw%3D%3DsisCyD1ON45%2BYgu2wSn1XBSyoEwk%2BppLHXzbZOt4JYEVyoYErd7Wx1dfdVO6hh7qVKaWqAZbwB8UR3nf7yLhussKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEhmeWtJmvw8M90EK%2Bzy5a114nEdwofithSFzlLG8az9CMObOQrmQh2vBAfYCvD01iIk7uNvEAL%2BEcmclsT2kPbblIRP%2BZOH7CveIqcMav0VExGrCVcWZxUYVdjs%2FHfLzanAKf8C291BuVeZpLynUOGBCGSQdcrj%2BZJHLmJxgT%2FbtkL5JdTHDItRySe25wAAG1Po66a%2FxD1VLinDbiZ%2B4BMjokh7KNEkkbwBBKOUFOEEqCQ9Vaftrr2mNtEf%2BCE2Z9imfMGklPjc4KF5E%2BOHapmiI28QDIftdPo5sZ73mZF1SzD8QEWgPF0wBngdKkY%2F%2FWkpNvxu4flzQ%2FtIZsO3GWh8U2jbWww53Qjv7T%2FLBcsWdxuAT1ES0UDS%2BukjE7KV%2FmUBfO0mcXkxEsob647hoztOva2c4N7ritvu5IsEBOacu%2FhgaMkJIhbUi8HFdPXAb3YPwbSCyQi50nWv%2F4N%2FXlwqMTgJLsTLipl9Wys41oJcOFbDf4gHI5rSMJU1BWcIOg&nvMid=53646882589&catId=50001519
"애플 아이폰13미니 공기계 IPHONE13 MINI 128GB 휴대폰,알뜰폰","332,000원",https://cr.shopping.naver.com/adcr?x=Xjv5RGGutD%2BP1b60J08XEv%2F%2F%2Fw%3D%3DscX%2B42eFxwoBgGa7GSPg%2BUu2KNJpdo2%2BVWAN4Ki3PAa0AjU5j3gjlMYsRq8%2BGHFpS2%2FALB8PEzhMg5ngnaK%2FqqjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qop7WhEArhgejO8FY7IitEwbpSQaHLMe6Iz36j8q%2B3tmSPvOMmb%2F98Ka2N2iWtIX71Blmfpb2ID%2F3B7C5xuutkEeFTBPZiaq3Nkre%2FMP4twH4%2BRXKYqAmsUicqX27G7tZi8wyUHBqT%2FVbi9UF95x3yvL9GDLFuFGlSlIleIf02aZdpJK2mBmrPC%2BRDxgt5OkNEgPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDR%2FCLgTU2an%2B19EKFkQn8Cg5ZX7w514R3wL%2BXQakLjBDt0ESIb%2FIW3SqZGGx1OiQnmcBKP9Uq11M5ytGk3P5LF%2BrBsr40uOCEKhwZbijibmwgwzqfeQx5pz631ZWTQieMBSL0FDm8Q7OWeAA%2FOMeoeAjzbsEOXCE3%2B1CztabuD4SMWKFNHz2pXBkNvWxHdEr8%2BL9JkNoVClDAyutzEHmo2cVUJpBSmtV3rl%2Fp6OccF%2BdNiFgIp6Q8IO9tMwX%2FAlCl0100VpfK9I25KU%2FUCZiTpneFOjZelbYgrPF2Rlt9D%2Fthq4sALGbZIJs3rQzcYmsbR0cjwVm1BUYVknE7IEMpz4%3D&nvMid=54512449712&catId=50000249
Apple 아이폰 15 프로 256GB 자급제 화이트 티타늄 (정품),"1,429,990원",https://cr.shopping.naver.com/adcr?x=%2BL0xkemTc%2Bo5eJ%2FZaGC4d%2F%2F%2F%2Fw%3D%3DsAa8yS7rWVqTPJeY8RWWi2ZR6ctJMHU4V8O%2BuctAnmSTxTAJR5s3V3RheLYZrm3hT%2F36Bpcw%2BIcKd7S%2BJnnlQz2g6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUQlG88JdT4Wf0zM%2BjZEk5p9sHPIVch1P4jUXascQaYSmhxqUsJJZLmlLSsgEI%2BaA2RL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY5W6v2zGWtV3FbDV35ERKGwyZW29S%2FxmJTeeLuiskIaAQSsuJVqkvCUm54YYnYiEnOKx7G3krbJiQXzryuwwOqJeUTdndbdALG4vI%2B5ME91oFPdU8f3YKAhIZoJYzn3havHvY%2FUzN94OzIr5wG3PfiAZfNOlI9dwV8dGAXvvwFxfvUZRsL1jl%2Fs7cfIMwMi30IU0KYvN65q1ZzViC%2BZXQ3UZBpOcEuXTQhyfQnZ2Kx6jAc7C2neIVvnYYy%2FzwuQye1p%2BKyF09NoIkvpSzoNc51fg5E%2BXrEfyE4ubuZhrAGu2TtfK3Q9ihd3FDGwQXlGb4PrZXXkA33UKxH4DJ9p4PP4Ikz20QRuwYQuCqwfpwQ0rGPsWLyNT4qguu93gBqE2seXBAn6PHGF%2B0fYe4S%2BYAAQNDDILCrO21DOanXTe0Cr2ldznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=87730417958&catId=50001519
아이폰 14 프로맥스 128GB Apple 새상품 정품,"372,280원",https://cr.shopping.naver.com/adcr?x=tSkcMrjW%2BE%2FYzzKFx%2B9I%2Bv%2F%2F%2Fw%3D%3DsMo78UtfU%2ByV4g8x7hGYa%2Fho8pM03hnhAuIukLxQQmVtyoYErd7Wx1dfdVO6hh7qViCjVmNeB%2FtA9mzgnT2kUOcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEL5jFwDFCegKdTHeOMiI4gtwB1kOFxQ1CFh%2Fhnue79cbXqOQm68ipmQjyM9uzVeSrwh%2Fi7gG3n4Ce%2FW3jIB71Cva1DgYdafmNW3cSbaYXKx3g6J7Kl2Jbj3ktYyIhMKOKlLYZotmRp8lJel5%2BCjiIY6Tq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0JgoOUYDDxYr5Phfbs%2BQNJqEBIWbpAxIcX9Ro4DQQ6vA%2BGTGBONvh7FYbvnx8%2F8pvcJq84wGRBZ4bkZxlvgBT45ga96vkTny6QqegmA7aLt5pMQIeW5gmS07sD149jZhNUScK36B1qn%2BPZRW3jvzuyNHrnNy1wbnB7dzBKnfoc9xs4kSnIUT%2B3twRsCCJRLf5sGKRR90mrHecywM4xHSv9xlX9Qsht4mtergTxBFIoybZlVYLDEJpnI8cF6CMPSIW5eF26WHh%2FqzNikZKxwltI3fanICM6quk5odbYzOiUPqFbDf4gHI5rSMJU1BWcIOg&nvMid=50296246980&catId=50001519
[대여] 아이폰14 프로 렌탈 무보증금 무서류 카메라 캠코더 휴대폰 스마트폰,"16,000원",https://cr.shopping.naver.com/adcr?x=7MjHuuN8TecadXPx5v29Nf%2F%2F%2Fw%3D%3DsSUgdWUfg%2BcG6r4Kg6QBDXrRW9YZ8kzUwkW6mVLx9xpkAjU5j3gjlMYsRq8%2BGHFpSJw4Mq7oeTy0kJBKaRKl57TXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qophNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpV3NQY65KqpQro7BtyPGUViV2ah8hyFffWTGR4LIuL8fJwCn%2FAtvdQblXmaS8p1DhgQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNqleVCAk9%2Fqrn%2F4c0DSht5IKzRkJXU9%2FG%2FeS8pptq%2BaDLLH28tcazhLaZ%2BslhJrXlbYfkU1OuQvcirNOwX9O6nGVOK0dQ%2FP5I%2BZWWSuANJoNR6on%2F%2BcuyV6iDkhlzaBDPu2v0Dek7yB8MMIyLVQ9VIXhifCpaYOK0ulelgb0pu0g8OlIQBmrL8MXgs%2FDe9OHWSB%2BuRz7heom%2Bs4HskzngB7itrznPgkBzkvMesCcuNhXac7orcamYov3TzVQJKS1gxa6nTXQawafnEBUOsQTFCM2IWAinpDwg720zBf8CUKXHDxUz8BfMHGG%2FuGa9BCmsniLYi9aFjptIE3kvF8VwMLv4FjBw2o9sV0rv3xpG17l5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=84914932359&catId=50000249
해외아이폰7 32GB 신품급 감성카메라 배터리100%,"139,500원",https://cr.shopping.naver.com/adcr?x=tLikjQ0aL2SKHM%2BlGrFMUP%2F%2F%2Fw%3D%3Ds4lfakGKYUZoz5RXAX9xGgp8hPuz3sFFaclRo2p8YR2MAjU5j3gjlMYsRq8%2BGHFpSJLcL8Gqd%2B6GSLy3aR5zUszXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qophNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVNdqx00DN2LKcDGflrKdNWXsapHaikuWXoz1YgPVaCC%2FJ6V%2BUAMybHVOesOVDR8Nxr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu0bGu5e%2FLqlTJ9WiSFJFzBKY%2FXFf4LJLAg0jkXVzFFxzH%2FU%2FRs2RONfDDKvEvB6Nn0s7DYnZCVfeUeoapOOJVpdIa%2FIDcyjh15RQN5IM5zaTA4Tqjyckn6ckeUfZcroycx9rpiu8D8IL4dcdlamgd0xHO%2FtGTwby3tQPGkcphTZ7ckYz3h9P8XbgC%2BtzByZ2RQ8O5q21yIl5CWZHmucbXcRKXtA%2BfvjoT3HlHG6CcH60WfAs3MBjlgxjnwLbwIxH2j2DDsnFscUladgZ%2Fq52t6fSHR3d8zUHTDZTYgEm0cO2D2ky0DgtRJGE1Mhy68gUDx0cjwVm1BUYVknE7IEMpz4%3D&nvMid=89333330623&catId=50000249
해외아이폰 SE1 iPhone SE1 공기계 세컨폰 ref se 언락 항공 실버 16GB,"123,000원",https://cr.shopping.naver.com/adcr?x=nGRNKxWBIykaTvyYMODEsP%2F%2F%2Fw%3D%3Ds%2BQiwiwIRQzxWueI2El3pLzkZ3xeZU2hKFgBjLaxfX5VyoYErd7Wx1dfdVO6hh7qVK%2BY%2BDyQDq5DHnhXyPDryl8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3%2Fa%2BTzJ8Ga%2BQZ5gAW3yUwNPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFClV6w5UIcD7iElKPt4xFA1DyZ%2FjH9Wga7bObnRvkd30cHEfa%2FKWbY00rYvVgRP7iRKVv%2FgjW3odzmR3dfINL%2FMlgLkX77r3E3b9%2BygP%2BmzZ5PGzBKmO2aXL3EEnbZDKYkNK20FlfQL1u%2BgGW7Vt606WMvGnRI%2Fdhd9i7Z3oCDTeTOTiRO3d9ww%2F0CJ6cH1iYgJ9gg%2F3wlackAOVZppsUNAD%2B%2BGza2uO8lCVE6DvrxEJrc1tioO%2Fh0%2FLcs5FgB%2Bxr%2BEWbkOeGR1Huh7rw62s71g%2FtRs2MgkAFbAzurpTEm5bYaMKt6wPfeiQ8vOUckq7Bax6EelqQEcfwvKwgEbUqDOCx5%2BX7VlqFBXBbOjzJl1sOEsHC78VBLnFZh%2FnDobeN&nvMid=89660796323&catId=50000249
[대여]아이폰16 프로 대여/렌탈 서울 가락시장역 방문수령 퀵발송 256GB,"19,000원",https://cr.shopping.naver.com/adcr?x=XiaLOSyXOjbCYHxaQbmWd%2F%2F%2F%2Fw%3D%3Ds5LLFoNl8dHqi2vnQ%2F0cgxZyEsHUcqzu73N5q4Vy97QoksXwEH1Ig1UJg2fSjEwkDOzNol1sdyfO1FGuSn4kcqlsZOinTopHxyAyK2u%2FTy%2BjYsfDmngMDc30arSUbghlw%2FQUOJu4%2BL9kapXczqJZGtOJ6H%2Fh1p4lSdgqN%2Fg8KQezaJkx7JEAx1lrxyRBPVVhLxUiFRNirYnXAXhdwoPYA5aQ4Ddlq14b9jx4rHBfUTQ04HcKjZsUZU5VA5rfO%2BonNvhW5um%2Bg%2FcbvbV%2FlfwLZWqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8Plssa%2B3XYrO34%2FiVJ1ApySWVVQaVK%2F3LqghOYXXnIhpXfqiCwBtPYYwEdSt6i2JA%2Fu982RIs2syb6rDoURV9Z5lKmpwhNybu2uFB7VdknGCfpxPN1MfNuUMRiCOChO%2FLqF71C76gWnNON6Ei7IJI9t4AZz%2BNzr1cNWNzhPZEeuxsngANkih6ltN%2FltGEiu1lw1I04efREFDiUx0swN9WbF7%2B3%2FM9GLUSaZDV0KXyQnC5kp2i2MrlMGZvWbZdy%2BvHn9vJvDy0LappaaoHlnJbwDQxggbnQn7eomPPA2PB0L1nBU9T%2FGem277h55JfECUnvZ%2FeFHT4QriCiJnD4F%2FM0CjUEL3FiA58QtSjRF4S8QYDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=89200635457&catId=50001519
해외아이폰6 자급제 세컨폰 학생폰 공기계 카메라무음 실버 16GB,"82,000원",https://cr.shopping.naver.com/adcr?x=YWdWPARj8SFXClqv6wC%2F5f%2F%2F%2Fw%3D%3Ds1g%2BzaYTWcaDCBlh0MPjNXO80QOAtW6WiEZti8ugevCFyoYErd7Wx1dfdVO6hh7qVkkR162QS%2BBr5BvR3IDqEO8KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF2QanR4DUt%2BIF%2Fk%2BhCGH4ixPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFVXRI5mGcfmF%2FrY0q4db9QqlefDg2of0oKGacjKu2JNX9iy%2B2vqojU2PQPJqM25KPLLH28tcazhLaZ%2BslhJrXlRz4MZo7N3xtoUCl2CS%2BS2mYGver5E58ukKnoJgO2i7e%2FRNvRhp5vLH24dy5MzrK3TNMbB65sZ2PHA7aIyDSsJJJKOu9aLwb5IrwMIEZrqXFiRh9cd42vrpabbKtNB8M0v77AbwexYu2GA33Vu75JBrV5wgaDSPraf5xTdPl%2B53vZY1vW9yM8dmaFm%2BacBz0k3R9INs9ZpxiOekV5%2FkbMXEAo7EkZZ807eAki30%2B1aRriWSF4g%2FXN8otaCckS3lffLVG8y8ICYAadq%2BsQrswbyeFbDf4gHI5rSMJU1BWcIOg&nvMid=88957834934&catId=50000249
아이폰 13 미니 128GB [SKT],최저1원,https://cr.shopping.naver.com/adcr?x=ffots7whRwYOBOFDLxmLCf%2F%2F%2Fw%3D%3Ds4N2AFpCQvUzkv%2Fr%2BpRwmChuCBDd0zaNq91BpFpE5MBYAjU5j3gjlMYsRq8%2BGHFpSVdrRHS4RUdKt3O2lgNt7QjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qop2h%2FqNbmMd3P9tE5jamCbKQuIB8ncdehaYvLTVmrbJlE%2FNCxM9%2F2W70ar7FqgDnCOCb3k2P9GsyYcLETHoLzpIeE8YCiibN06F7pXXqOPTLCYUXCaGwk1EXlpq6wL997elLYZotmRp8lJel5%2BCjiIY6Tq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0bR9i2PYKfov3uJd%2FnqD%2BfmovNxFWzA781dOsDXmXgY0XLJU8eNHgQ5N32td%2BdxkrlVAB5KIKe51ESk0cymsFVJw9%2FDMX2S1ZzF2txO07wpSHt5FeG%2FH7Xww%2F%2FMuALSolR9Oa7zQ8%2Bz8wE%2BGcjPLmq%2BOw5X%2FEtkDi6Xe2dyAuQ74fcGopviWTtzoMaFIpsYkaQ46P3s%2BblYwUnWofOo1v9mJxyHBE3CYnzhPLG%2BOCDMWMmvxyO1YEI5r3AhyXSX%2FtAuOPVOUOkWNk4Ck7p2BJf%2BR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=29030427586&catId=50000246
애플 아이폰 16e 512GB 미개봉 새제품,"880,000원",https://cr.shopping.naver.com/adcr?x=GeYPqn4IIoH%2FEAsPqkS3sP%2F%2F%2Fw%3D%3Ds5D8svE6MRUfklVWBAsFrbMPOPtz0OC82PyXotx2mhSoAjU5j3gjlMYsRq8%2BGHFpSvrAU2umN1NotmBoLftS60DXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qophNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUi3wQ5V11d7N1srUry50GzsMBxVzPLsscn08W0P%2FAgLPJ6V%2BUAMybHVOesOVDR8Nxr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu7shdfG%2BBhLLdiuKjwrQi5MTz8VbJodmRZYRvgRzcuzxYYyQomAOCRwvaXv4BU13v45pGSc%2FrDXCf0asaF4p1Lz3jZy8j83hl%2FBESvnOERYxqluRRizUsJz%2Fy4xQR6a9%2FrAqG08ig7GCxsj3TC21nfiefYM4Ner8QFtqvz%2BeZqT76Ns0a7Ycg%2FMm3UrxSPyhG7xQ6xz7DRs93e2TU7MnYLcphM4Xkqwer6KAYBzWkB5ni8ZL%2FpTA%2B1GeYTBrapn5In7qptwX8Y%2F8AoenvMtBprECx62%2B07AQzZeGe9uzRR0%2BaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=89710099680&catId=50001519
해외아이폰6S 공기계 모두의애플 무음 6s 실버 16GB WIFI,"116,500원",https://cr.shopping.naver.com/adcr?x=rgb%2B93Jvm2bWsTkPFrU22f%2F%2F%2Fw%3D%3DsBd37U9BQVHYcrIdk6bdupnLOr13U8dn0Rrdm7dw1mEEAjU5j3gjlMYsRq8%2BGHFpSHOnhzmOflp7Xhn4VA7qonjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVoe804vAexvuIKtdxYPjx16HkmzrFVpSBPeoYcmtkM5gynDJp2%2FkvnuV69VRR7qophNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpXzoFTOZ6C65yNYci%2BLmNTvYEKPi0amLWQYf3KqAdZzsvJ6V%2BUAMybHVOesOVDR8Nxr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu%2FI0ZqRl%2Bv3AmlDJ3y1zzWpS16Yk0FiKJZL2GGqNXUNLYYyQomAOCRwvaXv4BU13v27%2B%2FiUt3uCPo9oT2d67e8FeXs8JhKr1w%2FfTQog2lGikwZGR%2FzhSr7h0qM0jyrxVs%2BGN8N1G50vOZApvOlOfsbjbe2QbidjpHguc%2FC2cFMZ29WDHMObIHx4B7ob1ihayhztfK3Q9ihd3FDGwQXlGb4PBi6XMNjIkJm1LTHw05GKYNiFgIp6Q8IO9tMwX%2FAlCl0m7p3oiaKaHKsaHN00bltkRF5nZWZ52p55OCmVVIJW89gsj%2FSj8P%2FH8Esr%2Ff2sAkeR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=89350493598&catId=50001519
해외아이폰 Xs 무음 공기계 언락 인스타 세컨폰 실버 64GB 항공,"297,500원",https://cr.shopping.naver.com/adcr?x=E9EOIyyYdotH1vZ5ILqglP%2F%2F%2Fw%3D%3Ds3TyjtF0dP2nwi9DvrV85ts34fMgpTkLOjxOkmm%2BNTtRyoYErd7Wx1dfdVO6hh7qVPwyORKKFr9LfEPezpNse78KdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojmI2pf6w7%2BZPRPmsiCF%2FDqbnUM4PbNixF03EUqHcGaSHf0tRItGsVdjhlt3JkjekEyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF28bA8Q%2B7gIvucCBEgJR3JPPsT%2FxSjpUJFdlZfyHQtivweL8mDjug0MMBKQwp4NOEHBz7%2BORHa%2BX777%2F5U82WuFDUHVss68%2F%2BP6JV7OwEL%2Bji8%2Fg%2BZLwdWJpeE82hpag5siRvEjHl0hEJM97aqbRm8kLLH28tcazhLaZ%2BslhJrXlWaSgjqLUqug82P5oaa4SuaYGver5E58ukKnoJgO2i7eOqe7GG8PPhlYqccshFxu7KkjPFLhgsCLyjb0Qp6sHxoaJE%2BcIGkdG8GSYZsqcli5OzDRtcewpqSRQAKOc1V1R8KpXs%2FFTmBbvh5cGY%2BjIERLsBP54QqzDDZ%2Fpa4%2BIMjFvk81k3uim096a8%2Fq4uO4nZAJTisD2oQhMmHfRPpWpo6AZxwbqxlnb8RFtWUXb9riiQAMk%2FeDmSXfD6DTgKxl6nPxi6PKBHmbNpgZlKUUnEeCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=89722101331&catId=50000249
